L_REF55	26.662	401.341	59.647	0.072	0.081	0.058	3.000
L_REF56	19.843	273.797	59.393	0.067	0.069	0.054	3.000
L_REF57	23.666	161.030	59.221	0.063	0.065	0.053	3.000
L_REF58	24.427	39.650	59.077	0.067	0.066	0.055	3.000
L_REF59	230.144	402.811	59.803	0.068	0.069	0.056	3.000
L_REF60	232.731	275.557	59.531	0.066	0.068	0.050	3.000
L_REF61	233.460	160.166	59.305	0.063	0.062	0.049	3.000
L_REF62	230.949	41.567	59.209	0.072	0.070	0.054	3.000
L_REF63	409.034	399.169	59.957	0.073	0.068	0.058	3.000
L_REF64	421.530	274.304	59.644	0.055	0.067	0.048	3.000
L_REF65	422.975	159.009	59.452	0.065	0.072	0.057	3.000
L_REF66	419.394	42.872	59.323	0.058	0.058	0.048	3.000
L_REF67	526.841	412.776	59.988	0.071	0.071	0.057	3.000
L_REF68	529.425	274.903	59.731	0.076	0.072	0.064	3.000
L_REF69	531.573	158.610	59.558	0.051	0.056	0.046	3.000
L_REF70	526.540	41.789	59.351	0.049	0.049	0.045	3.000
L_REF71	696.256	401.789	60.071	0.073	0.073	0.057	3.000
L_REF72	692.870	275.094	59.844	0.047	0.049	0.046	3.000
L_REF73	694.034	160.470	59.630	0.051	0.056	0.054	3.000
L_REF74	693.622	43.668	59.517	0.050	0.050	0.044	3.000
L_REF75	871.422	400.216	60.219	0.061	0.064	0.052	3.000
L_REF76	879.802	275.945	59.956	0.052	0.060	0.045	3.000
L_REF77	881.881	159.740	59.777	0.048	0.053	0.043	3.000
L_REF78	879.805	44.635	59.613	0.047	0.049	0.043	3.000
L_REF79	955.071	410.671	60.272	0.049	0.050	0.051	3.000
L_REF80	962.051	275.715	59.938	0.048	0.054	0.045	3.000
L_REF81	961.817	159.919	59.758	0.048	0.056	0.045	3.000
L_REF82	959.509	46.430	59.659	0.042	0.045	0.039	3.000
L_REF83	1123.023	413.289	60.388	0.044	0.048	0.050	3.000
L_REF84	1122.647	276.471	60.113	0.045	0.050	0.043	3.000
L_REF85	1125.555	160.106	59.891	0.047	0.055	0.040	3.000
L_REF86	1122.593	47.704	59.766	0.053	0.057	0.044	3.000
L_REF87	1282.404	412.925	60.472	0.046	0.056	0.049	3.000
L_REF88	1288.499	276.222	60.264	0.045	0.057	0.045	3.000
L_REF89	1286.983	161.406	60.094	0.050	0.063	0.043	3.000
L_REF90	1284.087	44.714	59.987	0.048	0.054	0.042	3.000
L_REF91	1391.853	411.886	60.674	0.045	0.053	0.048	3.000
L_REF92	1394.526	275.796	60.399	0.041	0.055	0.042	3.000
L_REF93	1395.198	161.563	60.174	0.049	0.061	0.045	3.000
L_REF94	1390.741	46.802	60.039	0.042	0.053	0.040	3.000
L_REF95	1554.489	413.206	60.765	0.062	0.077	0.050	3.000
L_REF96	1556.757	277.200	60.502	0.050	0.063	0.045	3.000
L_REF97	1555.077	159.907	60.219	0.052	0.055	0.041	3.000
L_REF98	1552.996	44.743	60.097	0.046	0.051	0.043	3.000
L_REF99	1712.405	407.214	60.936	0.047	0.057	0.043	3.000
L_REF100	1718.364	276.637	60.573	0.047	0.064	0.040	3.000
L_REF101	1719.842	159.161	60.396	0.047	0.052	0.040	3.000
L_REF102	1712.704	44.106	60.203	0.045	0.052	0.040	3.000
L_REF103	1825.293	412.743	60.878	0.053	0.064	0.044	3.000
L_REF104	1827.320	276.653	60.651	0.090	0.094	0.055	3.000
L_REF105	1828.160	162.628	60.450	0.070	0.082	0.050	3.000
L_REF106	1825.374	46.098	60.233	0.045	0.049	0.036	3.000
L_REF107	1983.062	412.642	61.047	0.073	0.100	0.052	3.000
L_REF108	1989.431	276.583	60.731	0.066	0.090	0.047	3.000
L_REF109	1989.344	161.823	60.593	0.045	0.054	0.042	3.000
L_REF110	1985.147	43.733	60.413	0.052	0.065	0.042	3.000
L_REF111	2112.837	400.685	61.212	0.045	0.058	0.041	3.000
L_REF112	2122.975	274.793	60.928	0.053	0.066	0.042	3.000
L_REF113	2123.208	161.243	60.595	0.040	0.051	0.039	3.000
L_REF114	2118.167	46.172	60.426	0.041	0.047	0.040	3.000
L_REF115	2263.546	400.742	61.331	0.056	0.079	0.043	3.000
L_REF116	2260.138	276.170	60.928	0.049	0.064	0.042	3.000
L_REF117	2259.401	161.058	60.558	0.045	0.060	0.038	3.000
L_REF118	2256.074	45.408	60.458	0.046	0.059	0.040	3.000
L_REF119	2440.888	408.832	61.396	0.047	0.059	0.043	3.000
L_REF120	2447.066	275.419	61.064	0.048	0.059	0.043	3.000
L_REF121	2447.699	161.028	60.797	0.041	0.047	0.034	3.000
L_REF122	2442.977	46.091	60.561	0.042	0.051	0.040	3.000
L_REF123	2577.677	407.727	61.578	0.046	0.056	0.041	3.000
L_REF124	2585.469	277.612	61.188	0.052	0.066	0.044	3.000
L_REF125	2583.281	161.194	60.955	0.047	0.059	0.042	3.000
L_REF126	2583.035	54.503	60.662	0.040	0.051	0.044	3.000
L_REF127	2684.446	409.836	61.571	0.044	0.056	0.043	3.000
L_REF128	2691.913	277.875	61.272	0.047	0.060	0.039	3.000
L_REF129	2690.847	162.737	61.001	0.049	0.068	0.041	3.000
L_REF130	2688.333	45.386	60.672	0.043	0.055	0.039	3.000
L_REF131	2873.488	412.977	61.799	0.047	0.063	0.044	3.000
L_REF132	2880.766	278.610	61.399	0.046	0.055	0.049	3.000
L_REF133	2880.679	161.989	61.135	0.047	0.060	0.042	3.000
L_REF134	2878.764	56.113	60.883	0.047	0.059	0.039	3.000
L_REF135	3012.499	408.800	61.863	0.053	0.072	0.044	3.000
L_REF136	3014.367	277.633	61.483	0.048	0.063	0.043	3.000
L_REF137	3016.055	161.752	61.156	0.044	0.053	0.043	3.000
L_REF138	3013.111	49.959	60.907	0.041	0.050	0.045	3.000
L_REF139	3121.388	414.330	62.008	0.046	0.058	0.046	3.000
L_REF140	3122.877	277.445	61.647	0.042	0.054	0.040	3.000
L_REF141	3121.724	161.457	61.265	0.042	0.049	0.044	3.000
L_REF142	3117.488	54.711	61.009	0.046	0.058	0.039	3.000
L_REF143	3304.260	413.610	62.167	0.046	0.055	0.049	3.000
L_REF144	3311.430	277.727	61.803	0.047	0.061	0.046	3.000
L_REF145	3313.161	162.277	61.473	0.041	0.051	0.043	3.000
L_REF146	3308.146	54.959	61.217	0.040	0.047	0.044	3.000
L_REF147	3524.334	414.669	62.495	0.056	0.081	0.045	3.000
L_REF148	3520.559	275.784	62.070	0.052	0.072	0.045	3.000
L_REF149	3518.178	161.986	61.653	0.060	0.087	0.055	3.000
L_REF150	3519.152	40.551	61.256	0.050	0.063	0.048	3.000
